title,region,region_name,region_parent_name,price,is_boost,property_size,bedrooms,bathrooms,furnishing
"3bdrm Bungalow in Aluu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,465.0,3.0,3.0,Semi-Furnished
"4bdrm Duplex in Rumughaolu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,468.0,4.0,4.0,Unfurnished
"2bdrm Block of Flats in Apara Link Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,110000000.0,enterprise,465.0,2.0,2.0,Semi-Furnished
"3bdrm Duplex in Elelewon, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,560.0,3.0,4.0,Semi-Furnished
"5bdrm Duplex in In An Estate, By, Lokogoma for sale","Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),380000000.0,enterprise,500.0,5.0,6.0,Unfurnished
4bdrm Duplex in Gudu for sale,"Abuja (FCT), Gudu",Gudu,Abuja (FCT),350000000.0,enterprise,450.0,4.0,5.0,Unfurnished
6bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1000000000.0,enterprise,800.0,6.0,5.0,Semi-Furnished
4bdrm Duplex in Kado Abuja for sale,"Abuja (FCT), Kado",Kado,Abuja (FCT),350000000.0,enterprise,3000.0,4.0,5.0,Semi-Furnished
7bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1500000000.0,enterprise,600.0,7.0,8.0,Semi-Furnished
5bdrm Duplex in App Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,450000000.0,enterprise,1200.0,5.0,6.0,Semi-Furnished
6bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),800000000.0,enterprise,600.0,6.0,7.0,Semi-Furnished
"7bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,1000.0,7.0,5.0,Semi-Furnished
"Furnished 6bdrm Duplex in Agip Estate P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,140000000.0,enterprise,498.0,6.0,6.0,Furnished
"4bdrm Duplex in Eneka, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,280000000.0,enterprise,500.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in Havana Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,490.0,5.0,5.0,Semi-Furnished
"Furnished 2bdrm Bungalow in Rumuodomaya, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,55000000.0,enterprise,230.0,2.0,3.0,Furnished
3bdrm Block of Flats in Woji Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,829.0,3.0,3.0,Semi-Furnished
"2bdrm Block of Flats in Rumuomio, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,190000000.0,enterprise,896.0,2.0,2.0,Semi-Furnished
"Furnished 3bdrm Bungalow in Haruk Estate Off Nta, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,460.0,3.0,4.0,Furnished
"7bdrm Duplex in Efab Metropolis, Karsana for sale","Gwagwa, Karsana",Karsana,Gwagwa,580000000.0,enterprise,1000.0,7.0,8.0,Semi-Furnished
3bdrm Bungalow in Efab Queens Estate for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),200000000.0,enterprise,530.0,3.0,4.0,Unfurnished
"3bdrm Bungalow in Efab Queens Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),200000000.0,enterprise,550.0,3.0,4.0,Semi-Furnished
5bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1500000000.0,enterprise,1000.0,5.0,6.0,Semi-Furnished
7bdrm Mansion in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),2800000000.0,enterprise,1500.0,7.0,8.0,Semi-Furnished
5bdrm Duplex in Asokoro Extension for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),750000000.0,enterprise,3000.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in Urban Shelter, Lokogoma for sale","Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),130000000.0,enterprise,400.0,4.0,5.0,Semi-Furnished
"7bdrm Duplex in Efab Metropolis, Karsana for sale","Gwagwa, Karsana",Karsana,Gwagwa,500000000.0,enterprise,1000.0,7.0,8.0,Semi-Furnished
2bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,450000000.0,diamond,600.0,2.0,2.0,Semi-Furnished
4bdrm Duplex in Ajah Lagos for sale,"Lagos State, Ajah",Ajah,Lagos State,195000000.0,diamond,600.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Diamond Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,400000000.0,enterprise,420.0,4.0,4.0,Semi-Furnished
"6bdrm Duplex in Mercy Land Extension, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,350000000.0,enterprise,698.0,6.0,6.0,Semi-Furnished
"2bdrm Block of Flats in Psychiatric, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,560.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Duplex in Eliozu-Eneka Link Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,140000000.0,enterprise,465.0,4.0,4.0,Furnished
"8bdrm Duplex in Army Renge Eneka, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,920.0,8.0,8.0,Unfurnished
"Furnished 5bdrm Duplex in Radio Estate Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,560.0,5.0,5.0,Furnished
"Furnished 3bdrm Block of Flats in Nkpolu Runuigbo, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,320000000.0,enterprise,989.0,3.0,2.0,Furnished
"2bdrm Block of Flats in Ada George P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,320000000.0,enterprise,867.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Bungalow in New Rd Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,920.0,4.0,5.0,Furnished
"4bdrm Duplex in River Park Estate, for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),200000000.0,enterprise,600.0,4.0,5.0,Unfurnished
"3bdrm Bungalow in Hill View Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,190000000.0,enterprise,450.0,3.0,4.0,Unfurnished
"6bdrm Duplex in Aiben, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),190000000.0,enterprise,450.0,6.0,7.0,Unfurnished
5bdrm Duplex in Efab Metropolis for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),380000000.0,enterprise,850.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),550000000.0,enterprise,600.0,5.0,5.0,Unfurnished
"Furnished 9bdrm Duplex in 69 Road Gwarimpa, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),750000000.0,enterprise,2000.0,9.0,5.0,Furnished
Furnished 3bdrm Apartment in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),300000000.0,enterprise,2500.0,3.0,4.0,Furnished
4bdrm Duplex in Orchid Lekki Lagos for sale,"Lagos State, Lekki",Lekki,Lagos State,220000000.0,diamond,600.0,4.0,4.0,Semi-Furnished
2bdrm Apartment in Ikate Lekki Lagos for sale,"Lekki, Ikate",Ikate,Lekki,145000000.0,diamond,500.0,2.0,2.0,Semi-Furnished
"4bdrm Duplex in Orchid, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,150000000.0,diamond,300.0,4.0,4.0,Unfurnished
"4bdrm Bungalow in Nddc Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,478.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Duplex in Radio Estate P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,350000000.0,enterprise,560.0,4.0,4.0,Furnished
"Furnished 2bdrm Block of Flats in Golf Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,1198.0,2.0,2.0,Furnished
4bdrm Duplex in Gra Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,230.0,4.0,4.0,Semi-Furnished
2bdrm Block of Flats in Rumuigbo Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,690.0,2.0,2.0,Semi-Furnished
"4bdrm Bungalow in Nvigwe Woji Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,450.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in Amen Estate Corner, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,5.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,300000000.0,enterprise,500.0,4.0,4.0,Furnished
"4bdrm Duplex in Sunrise Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,469.0,4.0,4.0,Semi-Furnished
"Furnished 2bdrm Block of Flats in Eligbolo Estate, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,160000000.0,enterprise,890.0,2.0,2.0,Furnished
"Furnished 5bdrm Duplex in Unity Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,500.0,5.0,5.0,Furnished
"5bdrm Duplex in Opposite Jephthah, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,980.0,5.0,5.0,Semi-Furnished
"Furnished 6bdrm Duplex in Woji Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,220000000.0,enterprise,480.0,6.0,6.0,Furnished
"2bdrm Block of Flats in Ceder Wood Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,468.0,2.0,2.0,Semi-Furnished
"3bdrm Penthouse in Ozuoba P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,80000000.0,enterprise,465.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,205000000.0,enterprise,200.0,4.0,5.0,Semi-Furnished
6bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),850000000.0,enterprise,1000.0,6.0,7.0,Semi-Furnished
5bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),550000000.0,enterprise,500.0,5.0,6.0,Semi-Furnished
2bdrm Apartment in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,150000000.0,diamond,300.0,2.0,2.0,Unfurnished
5bdrm Duplex in Lekki County Ikota for sale,"Lekki, Ikota",Ikota,Lekki,420000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
"Furnished 6bdrm Duplex in Fàvour Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,110000000.0,enterprise,780.0,6.0,7.0,Furnished
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,800000000.0,enterprise,500.0,5.0,5.0,Semi-Furnished
6bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,550000000.0,enterprise,600.0,6.0,5.0,Semi-Furnished
Furnished 4bdrm Duplex in Karsana Gwarinpa for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),400000000.0,enterprise,700.0,4.0,5.0,Furnished
4bdrm Duplex in Asokoro for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),500000000.0,enterprise,3000.0,4.0,5.0,Unfurnished
5bdrm House in Ikota Lekki for sale,"Lekki, Ikota",Ikota,Lekki,250000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
"6bdrm Duplex in Lekki Lagos, Osapa london for sale","Lekki, Osapa london",Osapa london,Lekki,1300000000.0,diamond,600.0,6.0,6.0,Semi-Furnished
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,600000000.0,diamond,400.0,5.0,5.0,Unfurnished
3bdrm Maisonette in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,450000000.0,diamond,500.0,3.0,3.0,Unfurnished
"Furnished 5bdrm Duplex in Eliozu P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,560.0,5.0,5.0,Furnished
"6bdrm Duplex in Mercyland Extension, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,300000000.0,enterprise,569.0,6.0,6.0,Semi-Furnished
"4bdrm Duplex in Akwa Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,350.0,4.0,5.0,Semi-Furnished
"4bdrm Bungalow in Eliozu Farm Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,590.0,4.0,5.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Nvigwe Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,465.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Minita Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,465.0,4.0,5.0,Furnished
"4bdrm Duplex in Reef Court Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,450.0,4.0,4.0,Semi-Furnished
"Furnished 1bdrm Block of Flats in Rumualogu Ozuoba Off, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,40000000.0,enterprise,470.0,1.0,1.0,Furnished
"5bdrm Duplex in Runuodara, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,980.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in Jahi By Gilmore, Jabi for sale","Abuja (FCT), Jabi",Jabi,Abuja (FCT),450000000.0,enterprise,2000.0,4.0,5.0,Semi-Furnished
5bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,800000000.0,enterprise,600.0,5.0,6.0,Semi-Furnished
"7bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,1000.0,7.0,8.0,Semi-Furnished
5bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),990000000.0,enterprise,1200.0,5.0,6.0,Semi-Furnished
7bdrm Duplex in Asokoro Main for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),3500000000.0,enterprise,1200.0,7.0,5.0,Semi-Furnished
5bdrm Mansion in Asokoro Main for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),3500000000.0,enterprise,1200.0,5.0,5.0,Semi-Furnished
Furnished 5bdrm Duplex in Wuye Abuja for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),750000000.0,enterprise,,5.0,5.0,Furnished
5bdrm Duplex in Asokoro Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),750000000.0,enterprise,600.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Asokoro Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1000000000.0,enterprise,2500.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Lekki Phase 1 Lagos for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,1500000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
2bdrm Apartment in Allen Ikeja Lagos for sale,"Lagos State, Ikeja",Ikeja,Lagos State,150000000.0,diamond,500.0,2.0,2.0,Unfurnished
4bdrm Duplex in Chevron Lekki Lagos for sale,"Lekki, Chevron",Chevron,Lekki,320000000.0,diamond,500.0,4.0,4.0,Semi-Furnished
"3bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,498.0,3.0,3.0,Semi-Furnished
"2bdrm Block of Flats in Nacon Estate Off, Uzoba for sale","Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,55000000.0,enterprise,465.0,2.0,2.0,Semi-Furnished
"4bdrm Bungalow in Orji Estate Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,980.0,4.0,5.0,Semi-Furnished
"Furnished 3bdrm Bungalow in Igwuruta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,45000000.0,enterprise,469.0,3.0,3.0,Furnished
"Furnished 2bdrm Block of Flats in Rumuoke, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,80000000.0,enterprise,460.0,2.0,3.0,Furnished
Furnished 4bdrm Duplex in Nvigwe Estate Woji for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,560.0,4.0,4.0,Furnished
"4bdrm Duplex in Akwaka Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,460.0,4.0,5.0,Semi-Furnished
"4bdrm Bungalow in Opposite Coil Nta Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,890.0,4.0,5.0,Semi-Furnished
"4bdrm Duplex in Gra Phase 1, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,750.0,4.0,5.0,Semi-Furnished
"Furnished 5bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,489.0,5.0,5.0,Furnished
2bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,110000000.0,enterprise,500.0,2.0,2.0,Unfurnished
4bdrm Duplex in Jabi Water Front for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),650000000.0,enterprise,2400.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,800.0,5.0,5.0,Unfurnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),400000000.0,enterprise,750.0,5.0,5.0,Semi-Furnished
"2bdrm Apartment in Lekki Lagos, Ikate for sale","Lekki, Ikate",Ikate,Lekki,260000000.0,diamond,500.0,2.0,2.0,Semi-Furnished
"5bdrm Duplex in Lekki Lagos, Chevron for sale","Lekki, Chevron",Chevron,Lekki,500000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
"2bdrm Block of Flats in Unity Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,185000000.0,enterprise,968.0,2.0,2.0,Semi-Furnished
"2bdrm Duplex in Eliozu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,400000000.0,enterprise,1395.0,2.0,2.0,Semi-Furnished
"3bdrm Block of Flats in Eliaparawon Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,1380.0,3.0,3.0,Semi-Furnished
"2bdrm Block of Flats in Ada George, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,465.0,2.0,3.0,Semi-Furnished
"Furnished 5bdrm Duplex in Alin Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,5.0,5.0,Furnished
"4bdrm Duplex in New Rd Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,140000000.0,enterprise,520.0,4.0,5.0,Semi-Furnished
"1bdrm Apartment in Machine Street, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,460.0,1.0,1.0,Semi-Furnished
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,230000000.0,diamond,200.0,4.0,4.0,Semi-Furnished
"Furnished 6bdrm Duplex in Kado, Abuja. for sale","Abuja (FCT), Kado",Kado,Abuja (FCT),800000000.0,diamond,1000.0,6.0,6.0,Furnished
5bdrm Duplex in Orchid Lekki Lagos for sale,"Lagos State, Lekki",Lekki,Lagos State,330000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
5bdrm Duplex in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lekki,300000000.0,diamond,300.0,5.0,5.0,Unfurnished
4bdrm House in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,420000000.0,diamond,600.0,4.0,4.0,Semi-Furnished
"Furnished 5bdrm Duplex in Sars Road Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,920.0,5.0,5.0,Furnished
"2bdrm Block of Flats in Road 24 Agip Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,460.0,2.0,3.0,Semi-Furnished
"2bdrm Block of Flats in Sars Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,520.0,2.0,3.0,Semi-Furnished
"Furnished 6bdrm Duplex in Stadium Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,350000000.0,enterprise,698.0,6.0,6.0,Furnished
"Furnished 4bdrm Duplex in Sars Road Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,350.0,4.0,5.0,Furnished
3bdrm Block of Flats in Wuye District for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),150000000.0,False,3000.0,3.0,5.0,Unfurnished
6bdrm Duplex in Wuye for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),700000000.0,False,700.0,6.0,8.0,Semi-Furnished
Furnished 5bdrm Duplex in Chevron Lekki Lagos for sale,"Lekki, Chevron",Chevron,Lekki,650000000.0,diamond,600.0,5.0,5.0,Furnished
5bdrm Duplex in Ikota Lekki County for sale,"Lekki, Ikota",Ikota,Lekki,350000000.0,diamond,500.0,5.0,5.0,Semi-Furnished
"3bdrm Maisonette in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),130000000.0,False,200.0,3.0,4.0,Unfurnished
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,450000000.0,enterprise,500.0,5.0,5.0,Semi-Furnished
Furnished 4bdrm Duplex in Ologolo Lekki for sale,"Lekki, Ologolo",Ologolo,Lekki,200000000.0,diamond,600.0,4.0,5.0,Furnished
4bdrm Duplex in Katampe Main Fct for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,250000000.0,diamond,400.0,4.0,4.0,Unfurnished
4bdrm Duplex in Ajah Lekki Lagos for sale,"Lagos State, Ajah",Ajah,Lagos State,175000000.0,diamond,500.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in Royal Garden Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,550000000.0,diamond,500.0,5.0,5.0,Semi-Furnished
3bdrm Block of Flats in Wuye for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),75000000.0,False,1000.0,3.0,4.0,Unfurnished
5bdrm House in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,950000000.0,False,1000.0,5.0,5.0,Semi-Furnished
2bdrm Maisonette in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,250000000.0,enterprise,500.0,2.0,2.0,Unfurnished
4bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,400000000.0,enterprise,500.0,4.0,4.0,Unfurnished
3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,340000000.0,enterprise,500.0,3.0,3.0,Unfurnished
"4bdrm Duplex in Elite Road, Idi-Aba, Abeokuta South for sale","Ogun State, Abeokuta South",Abeokuta South,Ogun State,55000000.0,enterprise,500.0,4.0,4.0,Unfurnished
Furnished 5bdrm Duplex in Adeniyi Jones for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,600000000.0,diamond,600.0,5.0,5.0,Furnished
5bdrm Duplex in Lekki Lagos for sale,"Lagos State, Lekki",Lekki,Lagos State,330000000.0,diamond,600.0,5.0,5.0,Semi-Furnished
4bdrm Duplex in Ikota Lekki Lagos for sale,"Lekki, Ikota",Ikota,Lekki,145000000.0,diamond,500.0,4.0,4.0,Semi-Furnished
Furnished 2bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,260000000.0,diamond,600.0,2.0,2.0,Furnished
"5bdrm Duplex in Airforce Estate, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,210000000.0,enterprise,600.0,5.0,5.0,Semi-Furnished
Furnished 20bdrm Maisonette in Wuse Zone 4 for sale,"Wuse, Zone 4 / Wuse",Zone 4 / Wuse,Wuse,15000000000.0,False,2074.0,20.0,20.0,Furnished
3bdrm Apartment in Life Camp Abuja for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,97000000.0,diamond,500.0,3.0,3.0,Unfurnished
5bdrm Duplex in Jahi District for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),480000000.0,False,2500.0,5.0,6.0,Unfurnished
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,160000000.0,enterprise,500.0,4.0,4.0,Unfurnished
3bdrm Penthouse in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,250000000.0,diamond,200.0,3.0,3.0,Semi-Furnished
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,180000000.0,diamond,150.0,2.0,2.0,Semi-Furnished
Furnished 2bdrm Apartment in Igbo Efon Lekki for sale,"Lekki, Igbo-efon",Igbo-efon,Lekki,100000000.0,diamond,600.0,2.0,2.0,Furnished
